Run date: 2016-09-11
Searched back to: 2016-09-04
Sites searched: ['streetinsider']
Total articles: 1307
Top 15 most common tickers:
AAPL:	38
href:		FDA/Buy+Palatin+Technologies+%28PTN%29+Ahead+of+Phase+3+BMT+Data+-+Roth+Capital/12013487.html
date:		September 8, 2016
tickers:	['PTN']

name:		Regeneron's (REGN) Next Leg Of Growth - Piper Jaffray
href:		FDA/Regeneron%27s+%28REGN%29+Next+Leg+Of+Growth+-+Piper+Jaffray/12013434.html
date:		September 8, 2016
tickers:	['REGN']

name:		Novavax (NVAX): Reiterating Outperform Ahead Of Trial Data This Month - Piper
href:		FDA/Novavax+%28NVAX%29%3A+Reiterating+Outperform+Ahead+Of+Trial+Data+This+Month+-+Piper/12013167.html
date:		September 8, 2016
tickers:	['NVAX']

name:		UPDATE: FDA Recommends Against Using Ovarian Cancer Screening Tests
href:		FDA/UPDATE%3A+FDA+Recommends+Against+Using+Ovarian+Cancer+Screening+Tests/12010225.html
date:		September 7, 2016
tickers:	[]

name:		Senator Klobuchar says Mylan (MYL) incorrectly classified EpiPen as generic, citing letter to HHS - Bloomberg
href:		FDA/Senator+Klobuchar+says+Mylan+%28MYL%29+incorrectly+classified+EpiPen+as+generic%2C+citing+letter+to+HHS+-+Bloomberg/12010230.html
date:		September 7, 2016
tickers:	['MYL']

name:		Intrexon (XON) Halted, News Pending
href:		FDA/Intrexon+%28XON%29+Halted%2C+News+Pending/12009706.html
date:		September 7, 2016
tickers:	['XON']

name:		Retrophin (RTRX) PT Raised to $32 at Leerink Partners Following Clear Efficacy from Sparsentan
href:		FDA/Retrophin+%28RTRX%29+PT+Raised+to+%2432+at+Leerink+Partners+Following+Clear+Efficacy+from+Sparsentan/12009612.html
date:		September 7, 2016
tickers:	['RTRX']

name:		Asterias Biotherapeutics (AST) Shares Tick Higher on Positive Mention
href:		FDA/Asterias+Biotherapeutics+%28AST%29+Shares+Tick+Higher+on+Positive+Mention/12009433.html
date:		September 7, 2016
tickers:	['AST']

name:		Roth Capital Bumps PT on Ligand Pharma (LGND) up to $151 Following Sparsentan Data; Affirms at 'Buy'
href:		FDA/Roth+Capital+Bumps+PT+on+Ligand+Pharma+%28LGND%29+up+to+%24151+Following+Sparsentan+Data%3B+Affirms+at+%27Buy%27/12009051.html
date:		September 7, 2016
tickers:	['LGND']

name:		Leerink Sees Cabozantinib Phase 3 Data in HCC as Incremental Positive for Exelis (EXEL)
href:		FDA/Leerink+Sees+Cabozantinib+Phase+3+Data+in+HCC+as+Incremental+Positive+for+Exelis+%28EXEL%29/12008586.html
date:		September 7, 2016
tickers:	['EXEL']

name:		BioMarin Pharma (BMRN): Cutting PT on PDFUA Extension and Financing - Wedbush
href:		FDA/BioMarin+Pharma+%28BMRN%29%3A+Cutting+PT+on+PDFUA+Extension+and+Financing+-+Wedbush/12007484.html
date:		September 7, 2016
tickers:	['BMRN']

name:		Roth Capital Positive on Ligand Pharma (LGND) Ahead of Sept. Catalysts; Affirms at 'Buy'
href:		FDA/Roth+Capital+Positive+on+Ligand+Pharma+%28LGND%29+Ahead+of+Sept.+Catalysts%3B+Affirms+at+%27Buy%27/12007213.html
date:		September 7, 2016
tickers:	['LGND']

name:		CoLucid Pharmaceuticals (CLCD) Results Reduce Clinical and Regulatory Risk - Piper Jaffray
href:		FDA/CoLucid+Pharmaceuticals+%28CLCD%29+Results+Reduce+Clinical+and+Regulatory+Risk+-+Piper+Jaffray/12003843.html
date:		September 6, 2016
tickers:	['CLCD']

name:		Baird Maintains Bullish View on Karyopharm Therapeutics (KPTI) Following Positive STORM Results
href:		FDA/Baird+Maintains+Bullish+View+on+Karyopharm+Therapeutics+%28KPTI%29+Following+Positive+STORM+Results/12003752.html
date:		September 6, 2016
tickers:	['KPTI']

name:		Lack of Panel Could Be Positive for Dynavax (DVAX) - RBC
href:		FDA/Lack+of+Panel+Could+Be+Positive+for+Dynavax+%28DVAX%29+-+RBC/12003648.html
date:		September 6, 2016
tickers:	['DVAX']

name:		Dynavax (DVAX) VRBPAC Cancellation Implications are More Positive than Negative - Cowen
href:		FDA/Dynavax+%28DVAX%29+VRBPAC+Cancellation+Implications+are+More+Positive+than+Negative+-+Cowen/12003425.html
date:		September 6, 2016
tickers:	['DVAX']

name:		Chipotle (CMG) held 'introductory call' with Pershing Square's Ackman today - Bloomberg
href:		13Ds/Chipotle+%28CMG%29+held+%27introductory+call%27+with+Pershing+Square%27s+Ackman+today+-+Bloomberg/12009613.html
date:		September 7, 2016
tickers:	['CMG']

name:		Jeffery Smith/ Starboard Adds to Advance Auto Parts (AAP) Stake
href:		13Ds/Jeffery+Smith+Starboard+Adds+to+Advance+Auto+Parts+%28AAP%29+Stake/12007865.html
date:		September 7, 2016
tickers:	['AAP']

name:		Could Activist Trigger McDonald's (MCD) to Repurchase Chipotle (CMG)? - Buckingham Research
href:		13Ds/Could+Activist+Trigger+McDonald%27s+%28MCD%29+to+Repurchase+Chipotle+%28CMG%29%3F+-+Buckingham+Research/12007674.html
date:		September 7, 2016
tickers:	['MCD', 'CMG']

name:		Ackman's Pershing Square Files 13D on Chipotle Mexican Grill (CMG); Will Seek Talks
href:		13Ds/Ackman%27s+Pershing+Square+Files+13D+on+Chipotle+Mexican+Grill+%28CMG%29%3B+Will+Seek+Talks/12005890.html
date:		September 6, 2016
tickers:	['CMG']

name:		UPDATE: Clean Diesel Technologies (CDTI) Triggers LUDP Amid 13D Filing
href:		13Ds/UPDATE%3A+Clean+Diesel+Technologies+%28CDTI%29+Triggers+LUDP+Amid+13D+Filing/12004874.html
date:		September 6, 2016
tickers:	['CDTI']

name:		Icahn Adds Another ~307K Herbalife (HLF) Shares
href:		13Ds/Icahn+Adds+Another+%7E307K+Herbalife+%28HLF%29+Shares/12003100.html
date:		September 6, 2016
tickers:	['HLF']

name:		Activist funds posted gains in August; Marcato pushed ahead
href:		Hedge+Funds/Activist+funds+posted+gains+in+August%3B+Marcato+pushed+ahead/12019307.html
date:		September 9, 2016
tickers:	[]

name:		Stifel Affirms Seagate Tech (STX) at 'Hold'; ValueAct Buy Means Samsung Sale?
href:		Hedge+Funds/Stifel+Affirms+Seagate+Tech+%28STX%29+at+%27Hold%27%3B+ValueAct+Buy+Means+Samsung+Sale%3F/12018732.html
date:		September 9, 2016
tickers:	['STX']

name:		Corbus Pharma (CRBP) CFO Moran Buys 30,000 Shares
href:		Insider+Trades/Corbus+Pharma+%28CRBP%29+CFO+Moran+Buys+30%2C000+Shares/12014249.html
date:		September 8, 2016
tickers:	['CRBP']

name:		Synalloy (SYNL) Sees Additional Insider Buys
href:		Insider+Trades/Synalloy+%28SYNL%29+Sees+Additional+Insider+Buys/12009334.html
date:		September 7, 2016
tickers:	['SYNL']

name:		Synalloy (SYNL) CEO Buys ~27K Shares
href:		Insider+Trades/Synalloy+%28SYNL%29+CEO+Buys+%7E27K+Shares/12009240.html
date:		September 7, 2016
tickers:	['SYNL']

name:		United Airlines (UAL) CFO Buys 15K Shares
href:		Insider+Trades/United+Airlines+%28UAL%29+CFO+Buys+15K+Shares/12007146.html
date:		September 7, 2016
tickers:	['UAL']

name:		Exact Sciences (EXAS) Director Buys 5K Shares
href:		Insider+Trades/Exact+Sciences+%28EXAS%29+Director+Buys+5K+Shares/12003520.html
date:		September 6, 2016
tickers:	['EXAS']

name:		UPDATE: Monsanto (MON) Said to Push Bayer for Price Closer to $130/Share - Bloomberg
href:		Mergers+and+Acquisitions/UPDATE%3A+Monsanto+%28MON%29+Said+to+Push+Bayer+for+Price+Closer+to+%24130Share+-+Bloomberg/12018522.html
date:		September 9, 2016
tickers:	['MON']

name:		Viacom's (VIAB) board review focuses only on capital structure; board not engaging on any Paramount transaction  CNBC
href:		Mergers+and+Acquisitions/Viacom%27s+%28VIAB%29+board+review+focuses+only+on+capital+structure%3B+board+not+engaging+on+any+Paramount+transaction+%E2%80%93+CNBC/12018293.html
date:		September 9, 2016
tickers:	['VIAB']

name:		Bayer, Monsanto (MON) deal likely to be announced late next week; price seen to be in high $120s - CNBC
href:		Mergers+and+Acquisitions/Bayer%2C+Monsanto+%28MON%29+deal+likely+to+be+announced+late+next+week%3B+price+seen+to+be+in+high+%24120s+-+CNBC/12018285.html
date:		September 9, 2016
tickers:	['MON']

name:		A. Schulman (SHLM) Gains on Rumors
href:		Mergers+and+Acquisitions/A.+Schulman+%28SHLM%29+Gains+on+Rumors/12018280.html
date:		September 9, 2016
tickers:	['SHLM']

name:		GW Pharma (GWPH) Lower as Bid Speculation Questioned
href:		Mergers+and+Acquisitions/GW+Pharma+%28GWPH%29+Lower+as+Bid+Speculation+Questioned/12017926.html
date:		September 9, 2016
tickers:	['GWPH']

name:		KLR Group Raises Price Target on Callon Petroleum (CPE) Following Announced Acquisition
href:		Mergers+and+Acquisitions/KLR+Group+Raises+Price+Target+on+Callon+Petroleum+%28CPE%29+Following+Announced+Acquisition/12017888.html
date:		September 9, 2016
tickers:	['CPE']

name:		GW Pharma (GWPH) won't comment on speculation - Bloomberg
href:		Mergers+and+Acquisitions/GW+Pharma+%28GWPH%29+won%27t+comment+on+speculation+-+Bloomberg/12017875.html
date:		September 9, 2016
tickers:	['GWPH']

name:		FBR Capital Raises Price Target on Callon Petroleum (CPE) to $19 Following Acquisition
href:		Mergers+and+Acquisitions/FBR+Capital+Raises+Price+Target+on+Callon+Petroleum+%28CPE%29+to+%2419+Following+Acquisition/12017659.html
date:		September 9, 2016
tickers:	['CPE']

name:		Monsanto (MON), Bayer talks are 'strongly progressing' - Fox
href:		Mergers+and+Acquisitions/Monsanto+%28MON%29%2C+Bayer+talks+are+%27strongly+progressing%27+-+Fox/12014434.html
date:		September 8, 2016
tickers:	['MON']

name:		Simmons Raises Price Target on EOG Resources (EOG) Following Yates Acquisition
href:		Mergers+and+Acquisitions/Simmons+Raises+Price+Target+on+EOG+Resources+%28EOG%29+Following+Yates+Acquisition/12013222.html
date:		September 8, 2016
tickers:	['EOG']

name:		Twitter (TWTR) Has 'No Bids' on Table, Exploring More Cuts - Report
href:		Mergers+and+Acquisitions/Twitter+%28TWTR%29+Has+%27No+Bids%27+on+Table%2C+Exploring+More+Cuts+-+Report/12012578.html
date:		September 8, 2016
tickers:	['TWTR']

name:		Liberty Media (LMCA) to Acquire Formula 1 for $4.4B - CNBC
href:		Mergers+and+Acquisitions/Liberty+Media+%28LMCA%29+to+Acquire+Formula+1+for+%244.4B+-+CNBC/12011017.html
date:		September 7, 2016
tickers:	['LMCA']

name:		Hewlett Packard Enterprise (HPE) said to receive $2.5 billion in cash for spin-off, merger - CNBC
href:		Mergers+and+Acquisitions/Hewlett+Packard+Enterprise+%28HPE%29+said+to+receive+%242.5+billion+in+cash+for+spin-off%2C+merger+-+CNBC/12010278.html
date:		September 7, 2016
tickers:	['HPE']

name:		Intel (INTC) said to near sale of McAfee unit to TPG - DJ
href:		Mergers+and+Acquisitions/Intel+%28INTC%29+said+to+near+sale+of+McAfee+unit+to+TPG+-+DJ/12010202.html
date:		September 7, 2016
tickers:	['INTC']

name:		GW Pharma (GWPH) Said to Hire Advisers Following Approach - Reuters
href:		Mergers+and+Acquisitions/GW+Pharma+%28GWPH%29+Said+to+Hire+Advisers+Following+Approach+-+Reuters/12010047.html
date:		September 7, 2016
tickers:	['GWPH']

name:		Cara Therapeutics (CARA), Zynerba Pharma (ZYNE) on Watch Amid GW Pharma (GWPH) chatter
href:		Mergers+and+Acquisitions/Cara+Therapeutics+%28CARA%29%2C+Zynerba+Pharma+%28ZYNE%29+on+Watch+Amid+GW+Pharma+%28GWPH%29+chatter/12010050.html
date:		September 7, 2016
tickers:	['CARA', 'ZYNE', 'GWPH']

name:		HP Enterprise strikes $8.8 billion deal with Micro Focus for software assets
href:		Mergers+and+Acquisitions/HP+Enterprise+strikes+%248.8+billion+deal+with+Micro+Focus+for+software+assets/12009921.html
date:		September 7, 2016
tickers:	[]

name:		Jefferies Raises Price Target on EOG Resources (EOG) Following Announced Merger
href:		Mergers+and+Acquisitions/Jefferies+Raises+Price+Target+on+EOG+Resources+%28EOG%29+Following+Announced+Merger/12007881.html
date:		September 7, 2016
tickers:	['EOG']

name:		Baidu.com (BIDU) Denies Report of Co. Having Units Merger Talks with Meituan - Bloomberg, Citing Weibo Post
href:		Mergers+and+Acquisitions/Baidu.com+%28BIDU%29+Denies+Report+of+Co.+Having+Units+Merger+Talks+with+Meituan+-+Bloomberg%2C+Citing+Weibo+Post/12004172.html
date:		September 6, 2016
tickers:	['BIDU']

name:		Randstad Commences Previously Announced Tender Offer For Outstanding Shares of Monster Worldwide (MWW)
href:		Mergers+and+Acquisitions/Randstad+Commences+Previously+Announced+Tender+Offer+For+Outstanding+Shares+of+Monster+Worldwide+%28MWW%29/12004146.html
date:		September 6, 2016
tickers:	['MWW']

name:		Intel (INTC) to Acquire SoC Platform Provider Movidius
href:		Mergers+and+Acquisitions/Intel+%28INTC%29+to+Acquire+SoC+Platform+Provider+Movidius/12004112.html
date:		September 6, 2016
tickers:	['INTC']

name:		Bayer, Monsanto (MON) deal could happen within a week or two, people familiar say - CNBC
href:		Mergers+and+Acquisitions/Bayer%2C+Monsanto+%28MON%29+deal+could+happen+within+a+week+or+two%2C+people+familiar+say+-+CNBC/12003453.html
date:		September 6, 2016
tickers:	['MON']

name:		Avolon Said Near Deal to Buy CIT Group's (CIT) Aircraft Leasing Assets - Reuters
href:		Mergers+and+Acquisitions/Avolon+Said+Near+Deal+to+Buy+CIT+Group%27s+%28CIT%29+Aircraft+Leasing+Assets+-+Reuters/12003117.html
date:		September 6, 2016
tickers:	['CIT']

name:		Potential Sale to Be Discussed at Twitter (TWTR) Board Meeting This Week - Re/Code
href:		Mergers+and+Acquisitions/Potential+Sale+to+Be+Discussed+at+Twitter+%28TWTR%29+Board+Meeting+This+Week+-+ReCode/12002663.html
date:		September 6, 2016
tickers:	['TWTR']

name:		3-D Printing Stocks Higher as GE (GE) Makes Segment Deal
href:		Mergers+and+Acquisitions/3-D+Printing+Stocks+Higher+as+GE+%28GE%29+Makes+Segment+Deal/12002661.html
date:		September 6, 2016
tickers:	['GE']

name:		Monsanto (MON) volatility elevated into Bayer (BAYRY) increasing takeover bid
href:		Mergers+and+Acquisitions/Monsanto+%28MON%29+volatility+elevated+into+Bayer+%28BAYRY%29+increasing+takeover+bid/12002277.html
date:		September 6, 2016
tickers:	['MON', 'BAYRY']

name:		Bayer Raises Monsanto (MON) Offer to $127.50/Share
href:		Mergers+and+Acquisitions/Bayer+Raises+Monsanto+%28MON%29+Offer+to+%24127.50Share/12001734.html
date:		September 5, 2016
tickers:	['MON']

name:		Enterprise Products Partners (EPD) volatility flat into withdrawing interest in Williams (WMB)
href:		Hot+M+and+A/Enterprise+Products+Partners+%28EPD%29+volatility+flat+into+withdrawing+interest+in+Williams+%28WMB%29/12017344.html
date:		September 9, 2016
tickers:	['EPD', 'WMB']

name:		GW Pharmaceuticals (GWPH) September 100 and 105 calls active after report of takeover interest
href:		Hot+M+and+A/GW+Pharmaceuticals+%28GWPH%29+September+100+and+105+calls+active+after+report+of+takeover+interest/12010156.html
date:		September 7, 2016
tickers:	['GWPH']

name:		Cepheid (CPHD) volatility low into Danaher (DHR) acquiring for $53 per share
href:		Hot+M+and+A/Cepheid+%28CPHD%29+volatility+low+into+Danaher+%28DHR%29+acquiring+for+%2453+per+share/12002399.html
date:		September 6, 2016
tickers:	['CPHD', 'DHR']

name:		Danaher (DHR) volatility low into acquiring Cepheid (CHPD) for $53 per share
href:		Hot+M+and+A/Danaher+%28DHR%29+volatility+low+into+acquiring+Cepheid+%28CHPD%29+for+%2453+per+share/12002384.html
date:		September 6, 2016
tickers:	['DHR', 'CHPD']

name:		Navistar (NAV) volatility elevated, Volkswagen (VLKAY) plans to take a minority stake, Reuters says
href:		Hot+M+and+A/Navistar+%28NAV%29+volatility+elevated%2C+Volkswagen+%28VLKAY%29+plans+to+take+a+minority+stake%2C+Reuters+says/12002288.html
date:		September 6, 2016
tickers:	['NAV', 'VLKAY']

name:		UPDATE: tronc (TRNC) Cancels Road Show - NYP
href:		Rumors/UPDATE%3A+tronc+%28TRNC%29+Cancels+Road+Show+-+NYP/12019331.html
date:		September 9, 2016
tickers:	['TRNC']

name:		Axiom's Johnson Sees Tesla (TSLA) Tapping Equity Market for Another $3B; Lowers SolarCity (SCTY) Target to $14
href:		Rumors/Axiom%27s+Johnson+Sees+Tesla+%28TSLA%29+Tapping+Equity+Market+for+Another+%243B%3B+Lowers+SolarCity+%28SCTY%29+Target+to+%2414/12018577.html
date:		September 9, 2016
tickers:	['TSLA', 'SCTY']

name:		Amazon.com (AMZN) Said Looking at Broadcasting Sports with 'Global Appeal'
href:		Rumors/Amazon.com+%28AMZN%29+Said+Looking+at+Broadcasting+Sports+with+%27Global+Appeal%27/12018048.html
date:		September 9, 2016
tickers:	['AMZN']

name:		Is NVIDIA (NVDA) Prepping for an Acquisition?
href:		Rumors/Is+NVIDIA+%28NVDA%29+Prepping+for+an+Acquisition%3F/12017710.html
date:		September 9, 2016
tickers:	['NVDA']

name:		Dell Said to Cut 2000-3000 Jobs After EMC Deal - Bloomberg (DVMT)
href:		Rumors/Dell+Said+to+Cut+2000-3000+Jobs+After+EMC+Deal+-+Bloomberg+%28DVMT%29/12014701.html
date:		September 8, 2016
tickers:	['DVMT']

name:		Silver Bay Realty Trust (SBY) on Watch Amid Rumors
href:		Rumors/Silver+Bay+Realty+Trust+%28SBY%29+on+Watch+Amid+Rumors/12013924.html
date:		September 8, 2016
tickers:	['SBY']

name:		TESARO (TSRO) Active, Shares Gain following Comments from Gilead
href:		Rumors/TESARO+%28TSRO%29+Active%2C+Shares+Gain+following+Comments+from+Gilead/12013811.html
date:		September 8, 2016
tickers:	['TSRO']

name:		Cantor Fitzgerald Sees Potential GW Pharma (GWPH) Takeout Price Around $165/Share
href:		Rumors/Cantor+Fitzgerald+Sees+Potential+GW+Pharma+%28GWPH%29+Takeout+Price+Around+%24165Share/12012659.html
date:		September 8, 2016
tickers:	['GWPH']

name:		Viacom hires Morgan Stanley, LionTree for capital review: source
href:		Rumors/Viacom+hires+Morgan+Stanley%2C+LionTree+for+capital+review%3A+source/12010251.html
date:		September 7, 2016
tickers:	[]

name:		UPDATE: Viacom (VIAB) said to hire banks to review capital structure - Bloomberg
href:		Rumors/UPDATE%3A+Viacom+%28VIAB%29+said+to+hire+banks+to+review+capital+structure+-+Bloomberg/12010075.html
date:		September 7, 2016
tickers:	['VIAB']

name:		Founder's Departure Could Make FireEye (FEYE) a More Willing Seller - Nomura
href:		Rumors/Founder%27s+Departure+Could+Make+FireEye+%28FEYE%29+a+More+Willing+Seller+-+Nomura/12009475.html
date:		September 7, 2016
tickers:	['FEYE']

name:		The Mosaic Company (MOS) on Watch Amid Unconfirmed Market Chatter
href:		Rumors/The+Mosaic+Company+%28MOS%29+on+Watch+Amid+Unconfirmed+Market+Chatter/12008618.html
date:		September 7, 2016
tickers:	['MOS']

name:		Energous (WATT) Lower Ahead of iPhone Event as Wireless Charging Not Seen
href:		Rumors/Energous+%28WATT%29+Lower+Ahead+of+iPhone+Event+as+Wireless+Charging+Not+Seen/12008617.html
date:		September 7, 2016
tickers:	['WATT']

name:		Strength in Cree (CREE) Tied to Report China to End Use of Incandescent Bulbs
href:		Rumors/Strength+in+Cree+%28CREE%29+Tied+to+Report+China+to+End+Use+of+Incandescent+Bulbs/12008613.html
date:		September 7, 2016
tickers:	['CREE']

name:		China's online chatter muted ahead of Apple iPhone 7 launch
href:		Rumors/China%27s+online+chatter+muted+ahead+of+Apple+iPhone+7+launch/12004549.html
date:		September 6, 2016
tickers:	[]

name:		GE's 3D Printing Acquisitions Not Seen Accelerating Consolidation in the Space - Stifel (DDD) (SSYS) (XONE)
href:		Rumors/GE%27s+3D+Printing+Acquisitions+Not+Seen+Accelerating+Consolidation+in+the+Space+-+Stifel+%28DDD%29+%28SSYS%29+%28XONE%29/12004298.html
date:		September 6, 2016
tickers:	['DDD', 'SSYS', 'XONE']

name:		Marvell Technology (MRVL) Remains an Excellent Take-Out Candidate - Rosenblatt
href:		Rumors/Marvell+Technology+%28MRVL%29+Remains+an+Excellent+Take-Out+Candidate+-+Rosenblatt/12004150.html
date:		September 6, 2016
tickers:	['MRVL']

name:		Summit Redstone Starts Splunk (SPLK) at Buy
href:		Rumors/Summit+Redstone+Starts+Splunk+%28SPLK%29+at+Buy/12002318.html
date:		September 6, 2016
tickers:	['SPLK']

name:		Twitter (TWTR) Adds New Features to Direct Messages
href:		Insiders+Blog/Twitter+%28TWTR%29+Adds+New+Features+to+Direct+Messages/12014450.html
date:		September 8, 2016
tickers:	['TWTR']

name:		Norway No Longer Reigns as Tesla's (TSLA) Biggest European Market
href:		Insiders+Blog/Norway+No+Longer+Reigns+as+Tesla%27s+%28TSLA%29+Biggest+European+Market/12013927.html
date:		September 8, 2016
tickers:	['TSLA']

name:		Market Will Tank If Donald Trump Becomes President - Mark Cuban
href:		Insiders+Blog/Market+Will+Tank+If+Donald+Trump+Becomes+President+-+Mark+Cuban/12004655.html
date:		September 6, 2016
tickers:	[]

name:		Zillow Mortgages Reports 2 bps W/W Increase in 30-Year Fixed Rate to 3.29%
href:		Insiders+Blog/Zillow+Mortgages+Reports+2+bps+WW+Increase+in+30-Year+Fixed+Rate+to+3.29%25/12004650.html
date:		September 6, 2016
tickers:	[]

name:		Ocean Power Technologies (OPTT) Said to Win $250K Navy Contract
href:		Momentum+Movers/Ocean+Power+Technologies+%28OPTT%29+Said+to+Win+%24250K+Navy+Contract/12019062.html
date:		September 9, 2016
tickers:	['OPTT']

name:		Acacia Communications (ACIA) Shares Continue Lower
href:		Momentum+Movers/Acacia+Communications+%28ACIA%29+Shares+Continue+Lower/12018717.html
date:		September 9, 2016
tickers:	['ACIA']

name:		Triangle Petroleum (TPLM) Climbs to Session High, Up 70%
href:		Momentum+Movers/Triangle+Petroleum+%28TPLM%29+Climbs+to+Session+High%2C+Up+70%25/12018562.html
date:		September 9, 2016
tickers:	['TPLM']

name:		MGT Capital (MGT) Proposed CEO McAfee Says First Bitcoin Mining Machines Now Ready
href:		Momentum+Movers/MGT+Capital+%28MGT%29+Proposed+CEO+McAfee+Says+First+Bitcoin+Mining+Machines+Now+Ready/12016432.html
date:		September 8, 2016
tickers:	['MGT']

name:		MGT Capital Investments (MGT) Shares Move to Session Highs
href:		Momentum+Movers/MGT+Capital+Investments+%28MGT%29+Shares+Move+to+Session+Highs/12014162.html
date:		September 8, 2016
tickers:	['MGT']

name:		Tesla (TSLA) Rated 'Underperform' at Cowen on Concerns More Can Go Wrong Than Go Right
href:		Momentum+Movers/Tesla+%28TSLA%29+Rated+%27Underperform%27+at+Cowen+on+Concerns+More+Can+Go+Wrong+Than+Go+Right/12012350.html
date:		September 8, 2016
tickers:	['TSLA']

name:		MGT Capital Investments (MGT) Shares Hold Gains in Late Trading
href:		Momentum+Movers/MGT+Capital+Investments+%28MGT%29+Shares+Hold+Gains+in+Late+Trading/12010315.html
date:		September 7, 2016
tickers:	['MGT']

name:		MGT Capital Investments (MGT) Gains on McAfee Sale Report
href:		Momentum+Movers/MGT+Capital+Investments+%28MGT%29+Gains+on+McAfee+Sale+Report/12010243.html
date:		September 7, 2016
tickers:	['MGT']

name:		Nivalis Therapeutics (NVLS) Surges Ahead of Tomorrow's Conference Presentation
href:		Momentum+Movers/Nivalis+Therapeutics+%28NVLS%29+Surges+Ahead+of+Tomorrow%27s+Conference+Presentation/12009520.html
date:		September 7, 2016
tickers:	['NVLS']

name:		Alibaba (BABA), JD.com (JD) Show Strength
href:		Momentum+Movers/Alibaba+%28BABA%29%2C+JD.com+%28JD%29+Show+Strength/12003642.html
date:		September 6, 2016
tickers:	['BABA', 'JD']

name:		Volatility and Volume movement
href:		Options/Volatility+and+Volume+movement/12019461.html
date:		September 9, 2016
tickers:	[]

name:		iPath S&P 500 VIX Short-Term Futures (VXX) up 13%, call put ratio 1.5 calls to 1 put
href:		Options/iPath+S%26P+500+VIX+Short-Term+Futures+%28VXX%29+up+13%25%2C+call+put+ratio+1.5+calls+to+1+put/12019392.html
date:		September 9, 2016
tickers:	['VXX']

name:		CBOE Volatility Index (VIX) up 31%, call put ratio 1.8 calls to 1 put
href:		Options/CBOE+Volatility+Index+%28VIX%29+up+31%25%2C+call+put+ratio+1.8+calls+to+1+put/12019387.html
date:		September 9, 2016
tickers:	['VIX']

name:		Viacom (VIAB) volatility increases into board meeting
href:		Options/Viacom+%28VIAB%29+volatility+increases+into+board+meeting/12018917.html
date:		September 9, 2016
tickers:	['VIAB']

name:		S&P Dep Receipts (SPY) 30-day call option implied volatility of 13 compares to volatility of 10 from a month ago.
href:		Options/S%26P+Dep+Receipts+%28SPY%29+30-day+call+option+implied+volatility+of+13+compares+to+volatility+of+10+from+a+month+ago./12018861.html
date:		September 9, 2016
tickers:	['SPY']

name:		iPath S&P 500 VIX ST Futures ETN (VXX) up 8.6%
href:		Options/iPath+S%26P+500+VIX+ST+Futures+ETN+%28VXX%29+up+8.6%25/12018852.html
date:		September 9, 2016
tickers:	['VXX']

name:		CBOE/CBOT 10-year U.S. Treasury Note Volatility Index (TYVIX) up 6% to $5.09
href:		Options/CBOECBOT+10-year+U.S.+Treasury+Note+Volatility+Index+%28TYVIX%29+up+6%25+to+%245.09/12018849.html
date:		September 9, 2016
tickers:	['TYVIX']

name:		CBOE VIX of VIX Index (VVIX) up 13.5% to 99.04
href:		Options/CBOE+VIX+of+VIX+Index+%28VVIX%29+up+13.5%25+to+99.04/12018785.html
date:		September 9, 2016
tickers:	['VVIX']

name:		Stocks with call strike movement; MU TSLA
href:		Options/Stocks+with+call+strike+movement%3B+MU+TSLA/12018635.html
date:		September 9, 2016
tickers:	[]

name:		Stocks with call strike movement; TWTR TSLA
href:		Options/Stocks+with+call+strike+movement%3B+TWTR+TSLA/12018608.html
date:		September 9, 2016
tickers:	[]

name:		Ishares Russell 2000 Etf (IWM) call put ratio 1 call to 6 puts
href:		Options/Ishares+Russell+2000+Etf+%28IWM%29+call+put+ratio+1+call+to+6+puts/12018447.html
date:		September 9, 2016
tickers:	['IWM']

name:		Options with increasing volume
href:		Options/Options+with+increasing+volume/12018365.html
date:		September 9, 2016
tickers:	[]

name:		iShares 20+ Year Treasury Bond ETF (TLT) puts active as Treasurys pullback
href:		Options/iShares+20%2B+Year+Treasury+Bond+ETF+%28TLT%29+puts+active+as+Treasury%E2%80%99s+pullback/12018321.html
date:		September 9, 2016
tickers:	['TLT']

name:		Proshares Trust Ultrashort Lehman 20+ Year Treasury (TBT) calls active on rally
href:		Options/Proshares+Trust+Ultrashort+Lehman+20%2B+Year+Treasury+%28TBT%29+calls+active+on+rally/12018311.html
date:		September 9, 2016
tickers:	['TBT']

name:		Seagate (STX) volatility flat into ValueAct Capital to buy 9.5M share stake
href:		Options/Seagate+%28STX%29+volatility+flat+into+ValueAct+Capital+to+buy+9.5M+share+stake/12018202.html
date:		September 9, 2016
tickers:	['STX']

name:		Suncor (SU) volatility low after sharp oil rally
href:		Options/Suncor+%28SU%29+volatility+low+after+sharp+oil+rally/12017873.html
date:		September 9, 2016
tickers:	['SU']

name:		Option volume movers
href:		Options/Option+volume+movers/12017347.html
date:		September 9, 2016
tickers:	[]

name:		Volatility indexes prices
href:		Options/Volatility+indexes+prices/12017345.html
date:		September 9, 2016
tickers:	[]

name:		Restoration Hardware (RH) weekly volatility at 261 into better than expected Q2 and outlook
